company_name,facility_name,region,year,month,electricity_kwh,water_m3,electricity_cost_usd,water_cost_usd,co2_avoided_ton,lighting_pct,hvac_pct,machinery_pct,offices_pct,others_pct,gas_natural_m3,gas_natural_cost_usd,diesel_l,diesel_cost_usd,gasolina_l,gasolina_cost_usd,glp_propano_kg,glp_propano_cost_usd,vapor_termica_gj,vapor_termica_cost_usd,energia_renovable_kwh,energia_renovable_cost_usd,residuos_kg,residuos_cost_usd,emisiones_co2e_t,emisiones_co2e_cost_usd,quimicos_consumibles_l,quimicos_consumibles_cost_usd,software_start_year,dataset_focus
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2023,10,1737.22,1007.40,229.77,1753.43,0.4992,27.80,31.94,22.62,12.01,5.63,109.74,57.56,10.84,17.36,5.25,10.53,78.48,96.12,4.27,57.18,349.89,15.38,31.94,7.15,0.7525,8.56,39.57,87.84,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2023,11,1720.23,1008.54,232.47,1765.12,0.4924,26.21,33.90,25.00,10.51,4.38,115.43,59.43,11.57,17.26,6.32,8.93,74.73,96.20,4.53,58.68,380.86,15.64,30.46,7.18,0.7467,9.86,36.76,87.76,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2023,12,1772.45,985.99,237.36,1767.14,0.5325,27.97,32.44,23.80,10.84,4.95,117.86,58.33,11.91,18.02,5.86,9.24,77.21,97.03,4.35,59.54,375.04,16.36,32.22,6.65,0.7694,9.33,37.93,85.84,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,1,1954.39,1087.24,279.30,1957.77,0.6104,27.74,34.18,22.48,9.87,5.73,128.17,68.56,14.00,21.36,6.85,11.06,78.36,105.72,5.02,66.93,429.45,19.09,37.43,7.88,0.8238,10.67,41.95,94.66,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,2,2041.56,1012.14,292.88,1867.95,0.6466,26.08,33.98,22.05,11.56,6.33,135.92,71.44,15.02,21.40,8.50,11.22,79.36,96.63,5.12,70.92,447.69,20.53,36.77,8.40,0.8805,11.76,37.73,91.06,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,3,2107.50,919.69,299.47,1657.82,0.6442,25.81,35.94,22.61,10.28,5.36,140.58,72.60,15.28,20.66,7.97,12.57,68.79,90.27,5.38,73.03,462.14,20.32,36.39,7.46,0.8428,10.83,36.18,81.55,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,4,2031.46,868.07,288.77,1544.69,0.6147,25.13,34.30,25.14,9.04,6.39,126.88,69.01,14.15,21.93,7.30,10.75,66.17,84.79,5.13,69.28,450.05,20.89,33.76,7.29,0.8423,8.43,33.22,77.71,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,5,1862.47,810.66,259.96,1393.92,0.5526,25.53,34.73,23.63,11.84,4.27,122.48,63.41,12.51,18.13,6.50,10.11,62.71,77.65,4.62,62.71,392.22,16.94,32.47,7.07,0.7478,10.38,31.10,69.91,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,6,1805.62,855.04,252.76,1471.97,0.5378,28.06,32.13,23.70,11.46,4.65,121.68,62.01,12.94,20.52,7.08,10.01,64.44,83.22,4.72,62.94,387.92,18.44,33.08,7.03,0.7524,9.52,33.07,78.21,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,7,1677.76,812.04,229.20,1427.52,0.4959,28.24,34.50,19.92,12.37,4.97,112.75,55.44,11.63,15.65,5.38,9.39,62.13,75.77,3.95,57.90,358.89,15.72,27.71,6.17,0.7257,9.45,31.92,70.85,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,8,1578.75,842.03,212.75,1503.47,0.4876,26.36,34.87,23.14,9.92,5.71,104.16,55.23,10.21,16.39,5.75,7.83,67.56,85.68,4.07,54.14,333.23,14.46,29.43,6.58,0.6580,9.29,33.65,77.77,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,9,1577.47,886.45,218.85,1572.84,0.4741,25.08,35.49,22.57,11.47,5.39,103.48,56.92,11.04,17.28,5.18,8.53,69.09,86.55,3.72,54.09,347.70,14.64,27.61,6.06,0.6698,9.13,32.77,78.92,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,10,1529.21,985.68,210.12,1770.81,0.5231,26.37,32.71,23.69,11.96,5.27,102.01,52.97,9.72,17.61,6.04,8.78,70.44,92.49,3.89,52.50,334.65,13.98,28.33,6.38,0.7115,8.84,35.74,83.48,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,11,1671.12,991.80,233.75,1773.83,0.5235,26.72,32.88,23.85,11.04,5.51,109.23,58.62,10.50,16.58,5.26,9.81,71.03,97.73,4.20,56.68,377.18,17.06,32.48,7.21,0.6910,9.66,36.39,84.17,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,12,1784.76,1018.26,247.56,1866.13,0.5179,28.92,31.84,23.53,11.21,4.50,110.30,61.49,10.65,19.16,5.64,10.60,78.10,97.04,4.34,59.69,376.39,17.09,33.44,7.36,0.7939,10.62,38.61,90.08,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,1,1925.29,1022.18,279.74,1929.89,0.6340,27.44,35.11,21.83,11.24,4.38,126.38,67.47,12.16,21.00,6.81,11.09,76.80,102.79,4.89,67.64,425.89,18.18,35.91,7.95,0.8188,10.53,37.97,91.46,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,2,2042.96,986.23,300.97,1850.38,0.6365,26.23,35.70,23.10,11.17,3.80,131.52,73.91,13.70,20.53,7.89,11.96,76.56,94.92,5.20,72.51,440.46,21.20,33.99,8.30,0.8036,10.32,36.46,90.74,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,3,2118.15,920.63,312.36,1667.13,0.6501,26.66,33.91,23.65,10.96,4.82,137.75,70.86,13.62,23.27,7.50,11.67,69.41,90.29,5.33,72.43,467.94,20.42,34.55,8.07,0.8250,10.54,33.64,82.26,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,4,1963.31,919.64,284.78,1632.73,0.6665,26.09,31.24,24.53,12.37,5.77,132.49,71.31,12.55,20.29,6.64,11.74,72.26,91.71,4.72,68.75,445.07,20.42,33.11,7.88,0.7648,9.74,35.96,81.24,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,5,1936.62,858.13,277.82,1539.13,0.6359,28.16,33.27,24.21,10.19,4.17,124.14,67.27,13.22,18.41,6.77,10.88,64.83,83.60,4.72,66.70,441.26,20.06,30.52,8.31,0.7509,10.35,32.17,77.37,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,6,1759.88,846.77,256.35,1524.68,0.5661,29.29,31.75,23.23,11.51,4.22,115.24,63.40,12.19,19.93,6.68,9.90,61.09,86.05,4.48,63.27,394.65,16.94,28.79,6.72,0.7091,9.00,32.29,76.78,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,7,1591.71,775.70,227.61,1390.38,0.4553,28.65,31.73,23.14,12.27,4.21,100.84,55.11,10.90,17.31,5.25,9.29,57.51,76.44,4.02,55.01,361.53,16.59,27.05,6.96,0.6518,9.98,29.52,67.20,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,8,1604.36,868.01,229.93,1563.69,0.5087,25.87,33.18,23.95,11.29,5.71,107.23,53.94,11.62,18.40,5.35,9.06,64.68,89.04,4.16,56.38,361.93,15.46,30.11,6.73,0.7039,8.56,32.87,77.34,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,9,1451.83,863.16,209.92,1591.89,0.4522,27.63,34.18,21.08,11.44,5.67,97.88,54.37,9.72,17.42,5.42,8.13,67.27,83.63,4.10,50.93,335.64,14.99,25.48,6.22,0.6518,8.59,32.05,76.38,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,10,1587.83,927.60,227.30,1733.94,0.4807,26.37,33.18,23.03,12.92,4.50,105.63,54.63,11.27,17.57,6.52,8.82,69.56,93.85,4.17,55.02,345.50,15.74,29.57,6.91,0.6761,8.79,35.69,84.17,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,11,1621.53,978.89,231.73,1851.84,0.5232,26.72,33.26,25.22,9.69,5.11,106.55,54.36,11.10,16.26,6.21,10.01,76.50,95.01,3.98,57.87,354.01,14.36,28.81,7.34,0.7052,9.16,37.60,92.05,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,12,1668.68,931.50,238.63,1753.54,0.5019,25.59,36.29,22.81,9.71,5.60,106.36,56.34,11.48,18.95,6.29,9.77,69.68,92.91,4.10,56.96,383.73,15.66,32.07,6.79,0.6969,9.67,36.20,83.97,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,1,1804.02,967.17,271.45,1885.65,0.5883,26.38,34.77,21.24,11.19,6.42,117.69,68.55,12.52,18.85,6.06,10.51,73.08,93.60,4.52,65.33,406.08,19.01,31.35,7.36,0.7020,9.56,36.16,88.85,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,2,1862.09,910.68,287.90,1766.98,0.6078,25.15,34.05,24.00,10.25,6.55,119.53,68.69,12.37,19.55,6.64,11.33,68.38,97.18,4.71,67.59,425.52,20.13,33.75,7.81,0.7835,10.95,34.50,85.50,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,3,1873.58,872.01,286.51,1649.57,0.6178,29.21,32.02,22.15,11.51,5.11,121.58,66.71,10.73,20.58,6.34,10.50,63.19,89.56,5.05,68.19,421.33,21.30,31.88,7.72,0.7612,9.92,31.49,80.11,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,4,1811.93,782.69,275.25,1461.00,0.5614,27.10,36.53,20.12,11.06,5.19,117.82,63.41,12.46,20.42,5.68,11.14,60.81,82.62,4.70,65.30,408.29,18.19,30.08,7.36,0.6804,9.43,29.18,71.37,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,5,1679.88,781.59,246.72,1444.95,0.5330,25.80,33.66,23.62,10.93,5.99,108.06,61.54,10.90,17.90,5.41,9.92,59.60,82.29,4.22,59.65,374.33,17.96,28.24,6.28,0.6468,8.52,28.66,72.19,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,6,1613.00,767.14,244.92,1392.92,0.5101,25.17,33.91,25.56,10.04,5.32,107.68,56.99,10.49,19.07,5.84,9.20,57.25,77.15,3.94,58.17,389.30,18.45,29.70,6.08,0.6928,8.25,27.81,68.31,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,7,1480.47,776.71,222.53,1416.39,0.4427,24.50,36.13,24.05,10.09,5.23,95.71,54.35,9.51,14.46,5.27,9.77,61.95,79.26,3.71,53.26,349.02,14.07,25.44,5.86,0.6038,7.66,28.46,72.09,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,8,1440.25,785.36,206.37,1441.76,0.4669,26.05,34.67,22.91,10.27,6.10,91.44,53.56,9.66,15.09,4.72,8.10,58.33,80.88,3.52,51.04,322.48,15.20,27.64,6.05,0.6025,7.83,28.84,69.31,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,9,1415.09,838.82,213.42,1570.16,0.4644,25.88,31.89,23.58,12.82,5.83,94.29,52.00,9.64,13.87,5.32,9.35,62.83,83.47,3.80,50.34,327.12,14.02,26.07,6.14,0.5934,7.82,30.69,76.80,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,10,1489.69,888.08,216.39,1685.82,0.4954,27.37,33.94,21.98,10.46,6.25,95.60,55.77,9.70,15.88,5.79,8.29,68.64,89.39,3.76,53.35,336.91,16.41,26.26,5.84,0.6647,7.99,32.06,79.62,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,11,1581.88,975.11,236.64,1875.66,0.5242,27.29,32.45,23.61,11.75,4.90,100.30,54.78,10.39,17.49,5.56,9.97,73.74,96.82,4.02,57.34,365.99,17.05,28.94,7.72,0.7150,9.58,37.98,89.28,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,12,1584.84,939.17,239.01,1839.79,0.5137,25.37,34.78,24.63,10.74,4.48,105.27,54.75,11.36,16.77,5.77,9.28,72.58,99.68,4.24,57.26,376.05,16.36,28.75,6.86,0.6731,8.38,35.56,85.20,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2027,1,2274.38,1232.20,328.31,2305.41,0.8019,26.87,32.76,23.00,11.16,6.21,147.56,82.83,15.79,26.86,8.66,13.30,92.35,132.18,5.84,84.41,536.48,25.23,40.01,9.67,0.8916,12.94,48.61,115.05,2017,water
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2027,2,2535.57,1266.48,362.32,2341.37,0.8343,25.49,34.70,23.14,10.74,5.93,162.12,92.64,16.79,27.68,9.37,15.96,94.74,126.84,6.51,94.56,601.48,28.41,45.71,10.67,0.9805,14.72,46.07,121.09,2017,water
