company_name,facility_name,region,year,month,electricity_kwh,water_m3,electricity_cost_usd,water_cost_usd,co2_avoided_ton,lighting_pct,hvac_pct,machinery_pct,offices_pct,others_pct,gas_natural_m3,gas_natural_cost_usd,diesel_l,diesel_cost_usd,gasolina_l,gasolina_cost_usd,glp_propano_kg,glp_propano_cost_usd,vapor_termica_gj,vapor_termica_cost_usd,energia_renovable_kwh,energia_renovable_cost_usd,residuos_kg,residuos_cost_usd,emisiones_co2e_t,emisiones_co2e_cost_usd,quimicos_consumibles_l,quimicos_consumibles_cost_usd,software_start_year,dataset_focus
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2000,12,2083.21,769.92,177.07,943.15,0.4781,28.53,33.17,22.99,10.32,4.99,135.25,65.18,14.44,18.52,8.18,10.96,66.2,74.1,5.17,65.25,390.82,16.45,34.94,5.5,0.857,9.8,30.57,68.11,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,1,2252.12,740.24,197.51,915.65,0.4941,26.21,34.37,22.67,11.41,5.33,141.07,70.88,16.61,21.46,8.66,11.15,61.09,72.62,5.41,70.2,440.59,18.1,36.52,7.5,0.9084,10.81,30.14,62.76,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,2,2346.05,716.46,207.47,874.44,0.4809,25.13,35.08,22.18,12.67,4.94,158.79,71.27,17.21,23.23,8.83,12.04,57.13,68.47,5.87,71.97,445.29,17.56,36.5,6.77,0.928,9.02,29.57,59.86,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,3,2414.86,682.79,214.2,817.98,0.535,25.85,35.17,23.6,10.82,4.55,161.01,75.92,15.62,23.53,8.23,12.52,56.06,64.19,6.07,74.33,474.71,18.43,37.78,7.04,0.911,10.44,28.86,59.71,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,4,2353.08,666.95,208.09,784.0,0.5071,26.32,34.9,23.49,10.77,4.52,151.03,73.39,15.79,22.09,7.68,12.09,52.56,64.1,5.99,71.63,444.47,17.82,34.71,6.97,0.9285,10.57,26.56,57.13,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,5,2283.78,644.59,200.29,747.1,0.5005,25.49,33.85,23.39,12.39,4.88,152.09,71.74,16.4,22.23,8.01,11.0,51.15,61.06,5.71,70.07,425.98,17.4,38.17,7.61,0.8693,9.66,25.52,57.38,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,6,2173.47,626.7,188.44,722.58,0.4678,26.79,33.38,22.62,12.33,4.88,141.14,66.63,13.91,19.47,7.91,9.84,49.75,59.34,5.43,67.43,412.81,16.21,33.66,6.73,0.907,10.18,24.8,54.85,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,7,1998.61,651.9,171.28,755.58,0.4285,27.74,34.28,22.98,9.71,5.28,128.75,63.19,13.89,17.1,7.08,9.73,52.26,64.71,4.85,61.43,377.42,15.27,31.97,6.32,0.7958,9.01,27.5,53.52,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,8,1878.13,678.47,159.58,797.54,0.373,25.25,33.63,23.4,12.66,5.07,122.4,55.73,12.6,17.16,7.26,9.93,53.53,63.89,4.63,57.8,348.74,14.84,28.52,6.45,0.7699,7.84,27.42,60.74,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,9,1921.83,691.97,162.78,828.98,0.3945,28.94,35.24,21.51,10.57,3.73,125.3,59.75,13.43,18.79,6.56,9.83,56.35,66.91,4.65,59.47,364.31,15.14,31.65,6.57,0.7843,8.57,28.62,58.7,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,10,1993.98,738.82,169.42,901.73,0.4466,25.17,33.99,23.21,12.15,5.48,132.7,62.25,13.85,16.85,6.79,11.09,60.96,67.83,5.0,62.23,385.82,15.15,33.38,6.68,0.8229,9.1,30.9,62.94,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,11,2048.26,773.7,175.54,957.04,0.4507,26.46,35.32,22.45,10.91,4.86,132.48,64.3,13.46,18.71,7.13,11.19,63.2,73.45,5.1,62.56,381.09,15.87,33.7,7.38,0.8452,9.43,32.4,65.9,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,12,2225.54,748.93,192.95,930.92,0.4737,26.55,34.32,22.04,11.74,5.35,142.51,68.26,15.34,20.07,7.51,11.99,60.01,73.16,5.43,68.68,415.56,15.91,36.33,7.59,0.8802,9.94,30.77,65.11,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,1,2347.55,745.16,209.87,935.16,0.5052,27.04,31.94,23.75,12.1,5.16,155.9,71.91,16.02,21.34,8.81,12.79,60.48,71.01,5.36,73.64,444.26,18.65,36.64,7.4,0.9326,9.67,32.1,64.71,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,2,2430.75,776.91,219.09,962.2,0.5378,27.48,33.18,24.23,10.28,4.82,156.92,72.34,16.4,21.85,8.59,12.27,64.56,75.17,6.32,75.73,461.98,20.24,37.74,7.32,0.9909,11.53,31.66,67.93,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,3,2456.36,718.71,222.05,873.96,0.5132,27.17,32.04,25.73,11.04,4.02,157.13,76.31,16.41,23.97,8.41,12.21,57.68,69.75,6.07,76.86,466.91,18.75,37.65,7.3,0.9435,10.25,29.68,63.67,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,4,2452.69,707.23,221.07,844.08,0.5308,28.44,33.33,21.86,11.87,4.5,157.89,75.25,16.5,24.31,9.11,12.15,58.08,67.24,5.89,76.39,452.28,18.4,37.68,7.66,0.9068,11.28,28.87,59.27,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,5,2384.34,651.0,213.16,766.25,0.5243,27.03,33.74,23.62,11.18,4.43,155.23,75.06,16.66,24.1,8.32,12.13,54.85,60.55,5.94,74.55,447.3,17.77,34.34,7.42,0.9431,10.86,26.56,54.84,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,6,2277.15,644.09,201.3,754.23,0.476,27.05,34.02,23.93,10.15,4.86,148.22,70.68,14.58,20.84,8.31,11.61,52.66,60.91,6.03,70.11,432.63,18.43,36.52,7.1,0.8572,10.56,27.06,55.32,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,7,2120.57,643.98,185.34,757.98,0.4563,29.79,34.22,21.22,9.88,4.89,135.41,66.97,15.14,19.75,7.34,11.11,52.69,55.12,5.28,65.59,402.52,16.01,33.52,6.47,0.8304,9.53,26.11,54.8,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,8,1993.72,666.68,172.79,795.69,0.4164,25.86,35.32,21.94,11.31,5.57,129.12,63.54,12.0,20.46,7.23,9.48,53.75,59.18,4.62,62.01,366.87,14.5,31.64,6.27,0.762,8.32,27.3,59.26,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,9,1965.68,725.6,169.83,882.33,0.4217,27.29,35.65,21.13,11.38,4.55,128.94,61.53,13.09,18.52,6.73,10.33,63.27,69.82,4.97,61.81,376.45,14.05,31.99,6.21,0.833,8.31,29.08,64.92,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,10,2014.6,762.29,174.6,944.09,0.4205,25.99,36.05,22.57,10.47,4.91,130.75,61.85,13.81,19.2,6.95,11.2,61.59,71.04,4.97,61.82,372.8,15.51,34.01,7.16,0.8036,9.71,29.84,66.14,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,11,2140.57,827.68,187.09,1038.72,0.4135,29.09,31.77,23.18,10.89,5.07,137.87,62.5,14.25,19.11,7.61,10.28,70.08,77.77,5.47,65.54,409.55,16.19,36.25,6.75,0.8392,9.65,33.6,73.11,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,12,2282.82,819.1,201.8,1032.89,0.4962,27.75,35.15,23.21,9.86,4.03,145.51,70.6,14.76,20.18,8.24,11.77,65.0,78.17,5.91,70.24,426.14,16.03,36.45,7.47,1.0174,11.26,33.82,69.77,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,1,2385.41,792.14,217.31,1008.38,0.5208,25.69,36.58,22.22,10.67,4.84,155.17,73.69,16.4,22.11,8.13,11.86,67.49,78.19,5.99,74.63,448.62,18.07,38.48,7.79,0.9789,11.39,32.51,70.09,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,2,2504.7,755.78,230.01,949.64,0.5404,24.71,32.11,24.86,13.0,5.32,156.97,78.33,17.05,24.66,9.77,12.91,61.36,73.88,6.05,76.95,467.69,18.7,39.66,7.7,1.0172,10.17,33.32,65.67,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,3,2529.96,732.69,233.01,904.14,0.5592,29.07,33.62,21.66,10.78,4.87,166.33,79.19,17.76,23.93,9.22,13.22,59.3,70.12,6.28,78.32,480.58,17.6,40.47,8.32,0.9401,11.07,30.53,63.92,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,4,2490.5,709.42,228.71,859.47,0.5286,26.41,32.24,24.88,11.31,5.16,159.07,76.87,15.26,24.35,8.71,13.29,59.59,69.65,6.03,78.05,458.03,18.88,39.46,7.16,1.0221,11.39,29.21,62.15,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,5,2391.31,698.71,217.85,834.98,0.4952,27.19,33.88,22.15,11.87,4.9,152.54,73.07,16.31,21.95,8.23,11.46,59.27,64.94,6.15,74.25,460.03,17.11,35.79,8.02,1.0,11.56,28.03,59.13,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,6,2278.35,705.73,205.28,839.12,0.5211,25.37,34.74,23.65,11.73,4.52,143.8,71.74,14.38,20.8,7.96,12.58,58.37,69.86,5.73,70.66,436.8,17.26,35.93,7.25,0.9322,11.29,29.33,61.56,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,7,2171.7,682.16,193.5,815.2,0.4691,27.46,34.38,23.85,9.76,4.55,142.76,68.07,15.15,22.2,8.01,12.42,53.6,66.37,5.19,66.39,407.56,17.01,33.5,6.91,0.8469,10.34,26.96,59.05,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,8,2057.99,718.87,181.86,870.91,0.478,24.08,34.86,25.2,11.0,4.87,129.91,62.37,13.71,18.64,7.57,10.71,61.71,65.45,5.0,64.17,386.57,14.72,33.86,6.19,0.8621,8.93,29.97,63.8,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,9,2051.38,739.09,180.73,912.04,0.4762,27.61,34.62,22.42,10.4,4.95,133.75,64.42,13.97,18.99,8.11,9.87,59.73,70.3,5.33,63.65,400.96,15.14,33.46,6.53,0.876,9.61,30.9,66.03,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,10,2065.68,808.58,182.54,1015.98,0.4568,26.83,32.78,22.55,12.42,5.42,134.2,62.21,11.99,19.46,7.66,10.45,66.39,79.02,5.13,63.29,380.45,15.66,35.1,7.12,0.8367,8.29,32.65,68.62,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,11,2202.59,816.55,196.25,1039.44,0.4683,26.14,34.63,22.56,11.57,5.11,142.96,69.82,15.71,21.17,8.05,11.19,70.03,78.97,5.33,69.16,418.61,17.58,36.23,7.32,0.935,10.21,33.63,69.49,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,12,2378.66,846.43,214.32,1082.59,0.5042,27.14,35.08,24.54,8.85,4.4,156.14,73.1,16.54,22.9,8.41,12.16,69.72,79.45,5.78,73.37,454.49,18.22,38.02,7.66,0.9799,11.53,36.35,72.57,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,1,2446.27,847.22,227.01,1093.74,0.5033,28.35,31.62,23.64,11.45,4.94,157.4,74.34,16.93,23.33,8.75,12.56,66.56,83.15,6.24,75.98,460.41,18.99,39.21,8.25,0.9839,11.06,35.02,73.18,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,2,2581.44,779.72,241.45,993.75,0.5296,27.56,33.23,23.69,10.83,4.69,167.29,79.69,17.79,22.7,9.7,13.35,64.78,71.43,6.49,80.03,487.02,18.53,39.9,8.13,1.0546,12.58,29.93,67.05,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,3,2655.42,758.25,249.08,949.33,0.5497,26.22,34.3,22.71,11.38,5.4,168.71,80.31,17.54,26.72,9.38,13.49,62.47,74.05,6.65,83.3,511.57,20.92,40.78,8.38,1.0665,12.17,30.98,66.29,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,4,2629.04,734.26,245.9,902.77,0.5622,25.29,34.55,23.32,12.26,4.58,167.91,81.95,18.58,23.82,9.12,13.13,57.98,68.82,6.38,81.51,491.19,20.04,41.3,8.26,1.0397,12.12,30.98,63.32,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,5,2486.81,704.18,230.78,854.2,0.4816,27.4,33.66,23.29,10.23,5.43,163.63,75.2,17.08,23.48,9.07,12.24,56.08,66.26,6.03,77.86,465.91,18.38,38.23,7.93,0.9529,12.17,27.53,62.45,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,6,2363.48,700.71,216.97,845.75,0.4961,27.15,33.02,23.62,11.58,4.63,154.85,72.5,15.35,22.35,8.01,13.08,60.35,66.33,5.73,73.34,451.71,18.18,35.62,6.62,0.9112,11.0,29.23,58.85,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,7,2208.57,724.22,200.54,878.5,0.474,27.46,33.5,23.7,10.59,4.74,148.32,67.62,14.48,20.74,7.59,11.22,60.82,69.5,5.45,68.13,420.54,17.1,36.06,6.73,0.8612,10.3,30.05,62.96,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,8,2138.49,718.68,192.61,883.61,0.4889,28.43,32.86,23.56,10.09,5.06,140.95,65.91,14.72,20.19,7.65,11.13,58.88,71.46,5.42,67.8,420.56,16.75,35.65,7.19,0.8394,10.51,28.52,60.59,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,9,2135.35,779.33,191.75,975.72,0.426,26.9,35.16,22.11,11.11,4.71,137.73,65.37,15.27,22.19,7.57,10.37,64.44,71.89,5.27,65.75,409.32,15.89,35.65,6.81,0.8086,9.31,32.97,66.12,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,10,2190.73,815.68,197.31,1039.58,0.4657,25.63,33.7,23.43,11.76,5.48,144.26,69.88,15.24,19.88,8.23,10.49,64.73,76.22,5.53,67.73,416.04,14.86,36.93,7.02,0.9136,10.57,33.85,72.41,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,11,2241.62,848.12,203.54,1094.9,0.4578,25.59,34.9,21.66,12.92,4.93,140.34,68.5,15.54,21.79,8.71,11.72,68.4,77.97,5.54,70.18,428.17,17.16,38.2,7.45,0.8655,10.54,35.06,74.29,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,12,2374.43,852.87,217.97,1106.17,0.4728,26.03,33.9,23.79,10.84,5.44,154.97,73.93,15.87,23.53,8.78,12.33,65.69,83.36,5.98,72.86,459.99,19.24,38.42,7.92,0.9981,11.8,34.24,73.37,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,1,2557.99,856.08,241.73,1120.59,0.5199,27.98,32.93,22.89,10.72,5.47,162.45,78.37,17.02,24.7,8.52,12.88,67.89,81.55,6.57,79.33,472.35,19.03,41.77,7.85,1.0429,12.1,34.95,73.37,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,2,2703.17,837.73,257.43,1082.77,0.5793,28.6,32.01,22.47,11.88,5.04,177.23,84.58,17.94,25.84,9.7,14.06,67.07,79.53,6.87,83.52,515.07,19.5,42.59,8.99,1.0251,14.31,34.27,72.17,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,3,2711.02,782.52,258.9,993.8,0.5296,27.01,33.41,22.69,11.83,5.07,178.47,82.61,18.39,24.42,9.4,13.25,66.34,73.97,6.68,83.93,509.8,20.8,40.89,8.88,1.1025,12.2,33.16,68.15,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,4,2652.36,757.08,252.59,944.46,0.5482,28.5,34.13,20.68,10.96,5.74,169.94,81.75,18.05,25.54,9.05,14.11,62.51,71.45,6.99,82.94,500.55,21.44,41.7,7.79,1.0849,11.81,31.85,64.79,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,5,2558.16,725.28,241.75,892.85,0.564,27.86,33.15,24.31,9.4,5.28,166.09,79.25,18.31,22.41,8.98,13.02,58.93,66.93,6.36,79.01,488.31,19.42,38.39,8.14,1.0382,12.03,30.31,61.85,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,6,2405.77,714.64,224.94,875.43,0.5007,28.28,33.11,24.09,9.32,5.19,155.84,73.88,16.75,22.0,8.22,12.04,58.08,66.69,5.85,74.2,472.39,19.01,37.31,6.97,0.9906,11.49,29.31,61.65,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,7,2288.99,715.6,211.73,880.92,0.5031,27.6,32.57,22.86,11.66,5.31,146.08,73.01,15.3,21.25,8.38,11.55,57.28,68.79,5.7,70.24,439.8,16.99,37.1,7.31,0.9653,10.73,30.54,61.32,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,8,2189.91,738.34,200.96,921.09,0.4628,28.09,34.25,21.94,10.88,4.83,144.75,67.06,14.46,19.64,7.2,11.11,62.0,66.3,5.4,68.55,411.73,17.39,34.43,6.48,0.9161,9.55,29.98,63.41,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,9,2226.06,804.29,203.68,1021.45,0.4638,28.43,33.55,22.78,11.46,3.79,149.87,67.7,14.92,19.93,8.22,11.78,65.1,76.09,5.69,69.8,409.45,17.94,37.35,7.65,0.9012,12.38,32.84,67.58,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,10,2210.52,838.74,202.85,1084.07,0.4966,28.17,34.0,21.17,11.03,5.63,143.02,68.71,15.25,20.09,7.68,11.21,69.32,76.58,5.24,68.68,412.68,15.99,37.51,7.76,0.9044,10.1,33.92,71.85,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,11,2348.89,863.95,217.27,1130.89,0.4779,26.42,33.47,22.7,11.6,5.81,155.95,73.24,15.26,20.89,9.21,11.76,68.97,79.97,5.78,73.14,427.89,17.65,37.54,7.42,0.952,10.75,37.9,73.12,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,12,2421.77,879.77,226.44,1156.9,0.5166,27.26,30.78,25.65,11.54,4.77,157.52,77.0,16.36,24.16,9.13,13.49,70.31,86.63,6.13,74.04,460.2,17.27,40.82,8.12,0.9678,13.03,35.93,76.07,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,1,2600.2,884.22,250.14,1173.33,0.542,27.21,33.63,22.21,11.42,5.52,168.66,81.89,17.35,25.67,8.96,13.42,73.02,83.77,6.35,80.62,495.15,19.02,39.08,7.98,1.062,12.99,36.99,75.97,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,2,2750.12,832.43,266.58,1090.9,0.5948,25.51,35.3,21.99,11.52,5.7,175.93,83.92,18.27,25.77,9.68,13.44,66.03,77.5,7.08,85.67,534.58,21.8,41.57,8.82,1.1078,12.02,34.31,71.87,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,3,2756.79,806.37,267.96,1038.6,0.5844,26.63,35.13,21.52,11.17,5.54,180.75,85.41,17.26,24.7,11.13,14.7,69.52,76.8,6.78,86.54,534.64,20.98,42.45,8.05,1.1017,13.44,32.81,70.07,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,4,2740.84,786.01,265.68,994.7,0.5946,26.75,34.95,23.28,10.2,4.81,176.96,86.26,19.02,26.57,9.82,14.41,65.24,72.58,6.33,85.91,521.58,21.25,41.56,8.75,1.0605,12.51,34.56,68.13,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,5,2721.27,758.47,261.79,947.35,0.5511,26.36,34.35,23.37,11.51,4.4,175.52,81.99,18.51,26.43,10.39,14.13,60.51,72.6,6.8,83.73,520.08,18.64,41.12,8.56,1.0669,13.06,31.49,65.55,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,6,2521.59,759.39,240.06,943.92,0.5621,27.08,33.25,22.26,11.63,5.77,162.29,76.74,17.59,22.36,9.23,13.08,64.07,70.53,6.34,77.51,469.74,18.78,37.37,8.0,0.9814,12.77,30.92,63.73,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,7,2334.08,755.83,219.87,944.05,0.487,26.35,34.29,21.76,12.61,4.98,157.96,72.48,16.1,22.23,8.78,10.99,59.99,67.9,5.71,71.89,452.13,17.61,37.21,7.75,0.8904,9.57,31.22,66.15,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,8,2259.5,772.94,211.19,978.15,0.4905,25.92,36.24,21.52,10.34,5.97,144.68,70.3,15.19,21.56,8.21,11.66,67.78,72.29,5.41,71.02,438.42,19.63,35.94,7.99,0.9339,12.05,33.4,68.41,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,9,2200.25,835.55,205.06,1076.19,0.4578,26.78,33.99,23.21,10.63,5.38,140.31,69.19,14.99,21.88,8.24,10.49,72.74,81.05,5.52,68.94,423.35,16.34,36.92,7.66,0.9182,9.21,35.39,71.51,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,10,2304.13,869.49,215.36,1139.47,0.4878,27.99,32.85,21.91,12.06,5.19,146.45,72.38,15.22,20.13,8.96,11.62,75.08,82.43,5.49,71.78,427.02,17.37,39.11,7.64,0.959,11.38,36.45,74.88,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,11,2322.86,916.08,218.81,1215.61,0.4537,26.8,36.15,21.43,11.33,4.28,146.48,73.53,14.24,20.51,9.14,11.45,72.06,86.83,5.63,72.28,444.73,18.53,38.04,7.1,0.9724,12.14,37.25,80.47,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,12,2572.56,909.45,244.91,1212.3,0.5657,29.06,32.9,24.58,8.61,4.85,166.19,80.16,16.59,24.5,9.27,12.24,72.61,83.38,6.15,79.65,479.05,19.29,41.21,8.81,0.9886,11.07,37.71,78.8,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2007,1,2676.85,872.66,262.06,1173.7,0.5518,27.46,32.9,22.52,12.12,4.99,175.75,81.91,18.8,26.13,9.05,13.87,73.89,79.25,6.58,84.11,508.71,20.54,42.19,8.49,1.0138,12.89,36.46,76.05,2016,electricity
