company_name,facility_name,region,year,month,electricity_kwh,water_m3,electricity_cost_usd,water_cost_usd,co2_avoided_ton,lighting_pct,hvac_pct,machinery_pct,offices_pct,others_pct,gas_natural_m3,gas_natural_cost_usd,diesel_l,diesel_cost_usd,gasolina_l,gasolina_cost_usd,glp_propano_kg,glp_propano_cost_usd,vapor_termica_gj,vapor_termica_cost_usd,energia_renovable_kwh,energia_renovable_cost_usd,residuos_kg,residuos_cost_usd,emisiones_co2e_t,emisiones_co2e_cost_usd,quimicos_consumibles_l,quimicos_consumibles_cost_usd,software_start_year,dataset_focus
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2022,6,2663.57,713.36,341.37,1144.17,0.6849,27.58,32.27,24.47,10.15,5.53,159.79,81.15,16.61,23.62,9.24,12.16,60.47,72.20,6.19,80.23,486.85,21.82,38.14,8.45,0.9603,12.92,28.00,63.36,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2022,7,2484.51,732.90,322.83,1183.81,0.6764,26.08,33.50,23.10,12.02,5.30,156.78,75.79,15.79,21.35,7.84,12.21,60.25,74.47,5.74,74.47,480.42,19.46,36.98,7.55,0.9492,11.37,31.79,66.63,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2022,8,2307.25,753.30,294.88,1228.65,0.6205,27.21,34.26,23.15,9.66,5.72,140.18,72.04,15.44,22.58,8.59,11.91,61.10,73.65,5.37,71.95,443.77,20.81,35.30,6.86,0.8580,10.35,30.48,67.01,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2022,9,2333.99,820.23,293.04,1367.72,0.6084,25.51,34.10,22.81,10.81,6.77,139.91,69.73,15.89,21.55,8.77,11.10,68.94,85.94,5.63,69.66,457.07,18.69,38.30,8.33,0.8396,11.84,35.31,75.46,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2022,10,2507.86,851.45,322.12,1435.97,0.6783,24.82,34.49,22.82,11.66,6.21,150.28,79.12,17.46,24.12,8.71,12.82,72.46,86.88,6.00,77.54,489.05,20.83,40.15,7.80,0.9478,10.75,33.80,79.04,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2022,11,2620.61,889.82,339.35,1531.41,0.7330,26.80,35.98,23.74,8.61,4.87,166.00,79.66,16.03,24.79,7.84,12.95,75.50,88.98,5.89,79.75,499.03,23.11,41.09,8.18,0.9773,10.92,37.96,83.14,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2022,12,2569.66,875.81,335.60,1472.11,0.7017,26.93,34.66,23.31,10.37,4.73,155.35,80.98,16.18,24.48,8.47,14.73,71.30,86.65,6.26,80.85,509.25,24.06,38.75,8.76,0.9575,13.14,36.26,81.17,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2023,1,2911.38,904.83,382.70,1622.88,0.7804,28.06,33.89,20.74,11.44,5.87,170.31,87.39,17.80,27.14,10.39,14.32,75.76,92.98,6.78,91.53,569.47,24.31,43.41,9.84,1.0597,13.66,38.01,82.89,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2023,2,2899.28,889.67,393.22,1548.10,0.8066,26.14,34.99,21.07,11.79,6.01,178.82,88.53,18.83,26.92,9.86,15.20,70.62,90.61,7.00,91.10,575.00,24.38,44.25,9.54,1.0419,14.56,37.05,82.65,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2023,3,2940.93,819.35,404.94,1414.99,0.7973,25.76,31.70,24.38,11.72,6.44,176.85,93.47,18.23,27.51,9.61,15.10,69.03,83.66,6.92,92.81,575.57,24.43,42.24,9.61,1.0923,13.29,33.30,74.66,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2023,4,2876.98,740.49,394.28,1251.98,0.8129,24.44,35.42,23.32,11.35,5.47,180.19,88.86,19.07,29.33,9.79,15.82,58.67,71.44,7.05,90.22,568.22,24.88,43.00,8.32,1.0201,13.15,31.06,67.66,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2023,5,2686.11,715.89,368.07,1180.14,0.7529,29.66,32.37,22.06,11.05,4.86,166.96,85.93,17.34,26.92,9.51,13.84,61.69,71.74,6.45,85.57,528.36,22.82,40.82,8.11,0.9448,12.38,29.24,67.88,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2023,6,2667.96,716.32,359.16,1198.17,0.7403,29.45,33.04,22.76,9.90,4.85,162.11,82.71,16.41,24.52,9.34,13.61,61.58,73.54,6.38,82.72,521.88,22.31,38.35,7.61,1.0020,11.82,30.77,64.93,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2023,7,2443.46,713.87,326.21,1226.88,0.6767,26.13,35.34,23.18,10.22,5.13,150.16,79.34,16.02,24.27,7.90,13.16,57.68,74.74,5.73,77.27,480.32,20.92,37.94,8.10,0.8738,10.71,28.13,65.93,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2023,8,2256.07,751.38,304.44,1244.22,0.6427,26.68,33.07,25.57,10.27,4.41,140.36,72.28,13.08,21.60,7.77,12.44,60.33,78.50,5.32,70.98,463.83,19.45,34.45,7.14,0.8709,10.92,30.52,70.38,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2023,9,2280.44,808.94,307.80,1408.72,0.6176,26.41,33.47,23.12,12.33,4.67,144.46,72.17,14.51,22.10,7.48,11.75,62.48,84.56,5.75,74.53,465.61,19.18,37.00,7.59,0.8781,9.80,33.92,73.51,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2023,10,2404.04,888.45,319.32,1560.51,0.6952,27.74,32.89,22.73,11.56,5.08,148.75,75.68,14.54,21.68,8.72,13.04,72.53,89.23,5.71,75.76,487.25,19.29,38.05,8.08,0.8914,11.17,37.60,81.86,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2023,11,2435.10,866.26,317.84,1482.28,0.6471,28.10,35.82,21.60,10.37,4.11,147.93,79.46,15.63,21.80,7.69,13.11,67.41,90.81,5.35,76.05,482.15,22.00,37.10,8.10,0.9343,12.39,35.42,79.83,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2023,12,2589.52,890.68,351.59,1581.99,0.6951,27.15,31.45,24.36,11.31,5.73,162.15,85.23,16.25,26.01,8.57,13.67,71.41,91.93,6.04,81.62,525.57,22.05,39.65,8.41,0.9703,11.86,35.53,85.59,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,1,2568.91,845.24,362.21,1557.60,0.7799,26.04,36.56,21.85,10.87,4.68,162.18,85.77,17.29,25.62,9.43,14.39,67.59,89.94,5.94,84.35,527.05,23.51,35.19,8.70,0.9536,12.24,35.31,80.22,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,2,2785.58,790.32,387.59,1397.72,0.7732,28.47,31.95,23.15,11.61,4.82,170.43,92.75,18.32,28.42,9.76,14.02,65.92,81.50,6.30,89.16,569.37,24.13,40.89,8.73,0.9746,11.65,31.70,72.16,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,3,2690.38,771.71,387.21,1356.72,0.8057,29.82,34.74,22.23,9.11,4.10,165.94,90.94,16.69,26.81,8.80,15.87,62.24,81.30,6.22,87.64,553.30,25.38,38.67,8.12,0.9798,11.49,31.85,71.66,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,4,2676.28,691.28,376.49,1212.88,0.7890,25.57,33.63,22.58,13.68,4.54,167.66,86.74,16.82,25.88,8.93,13.91,58.19,75.07,5.95,88.05,551.78,24.76,39.10,8.86,0.9474,12.35,27.85,63.83,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,5,2774.04,747.66,385.38,1305.31,0.7632,25.32,35.47,21.09,11.89,6.23,164.71,89.38,18.32,26.51,9.04,14.40,60.29,78.18,6.89,90.14,565.47,23.90,39.82,9.09,0.9660,11.52,30.23,69.11,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,6,2578.77,729.02,359.61,1272.68,0.7672,27.86,32.53,22.64,12.27,4.70,154.37,86.84,16.23,27.36,9.06,12.76,57.03,75.69,5.85,82.84,533.01,23.99,39.18,8.14,0.8765,11.21,29.24,68.47,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,7,2288.65,672.28,313.24,1149.03,0.6404,25.18,37.44,21.51,10.85,5.02,143.54,71.19,14.17,23.82,8.48,12.41,55.27,69.21,5.37,73.94,477.85,19.93,35.67,7.96,0.8392,10.82,28.26,62.46,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,8,2268.93,738.66,307.82,1307.60,0.7148,27.80,32.79,22.90,11.18,5.33,146.18,78.59,15.15,21.66,7.77,12.95,61.20,75.99,5.58,75.57,475.31,21.98,34.87,7.49,0.8620,10.28,30.93,71.02,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,9,2209.32,768.92,297.59,1345.44,0.6014,25.76,33.68,22.85,12.00,5.71,132.01,72.02,13.20,19.96,7.04,12.79,63.72,78.88,5.48,69.44,435.12,20.68,34.07,7.50,0.8066,12.05,32.81,73.30,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,10,2168.50,784.94,297.10,1404.98,0.6186,26.32,33.79,24.48,11.54,3.87,135.59,68.27,14.84,21.71,7.67,11.34,65.37,83.80,5.13,68.73,429.00,19.82,32.55,7.09,0.8129,9.89,32.63,73.37,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,11,2236.07,803.43,307.79,1457.20,0.6226,25.16,34.00,24.12,11.05,5.67,138.50,70.34,13.83,19.84,7.45,11.60,69.16,88.48,5.14,71.80,445.59,19.01,35.12,7.93,0.8536,9.94,32.51,77.53,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2024,12,2362.08,788.03,321.61,1433.66,0.6685,27.19,32.67,24.16,11.08,4.90,140.67,74.29,15.46,23.71,7.58,11.77,66.33,79.65,5.29,78.29,467.47,21.83,35.29,8.72,0.8651,12.24,31.88,74.05,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,1,2634.37,789.72,378.95,1494.26,0.7356,25.71,35.58,24.16,10.07,4.48,159.87,85.98,16.50,26.55,8.48,13.64,65.41,88.64,6.33,86.59,544.84,25.36,37.34,8.82,0.9858,12.28,32.10,76.34,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,2,2693.41,760.88,392.91,1422.20,0.8067,27.23,30.88,24.64,10.53,6.72,159.61,85.03,17.62,25.59,8.76,14.85,62.68,80.55,6.53,87.91,560.93,27.00,38.61,8.08,0.9138,13.68,30.69,71.39,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,3,2601.42,710.95,383.62,1314.60,0.7865,25.40,35.43,22.44,9.55,7.18,162.90,87.02,17.45,25.70,9.00,14.21,57.69,76.25,6.14,86.54,536.16,26.42,38.46,8.74,0.9331,13.49,32.27,73.16,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,4,2719.80,684.22,405.63,1256.15,0.8559,27.67,33.07,22.02,11.53,5.71,170.88,91.47,17.83,27.99,9.73,15.30,56.91,74.24,6.56,90.24,572.49,26.57,39.33,8.80,0.9780,11.70,27.92,63.85,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,5,2459.03,639.97,362.57,1160.65,0.7306,27.29,32.10,24.62,11.19,4.80,151.93,80.12,17.44,25.60,8.27,12.56,50.49,67.40,5.82,80.14,518.75,24.56,35.58,8.62,0.8645,10.43,25.32,62.71,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,6,2405.78,661.08,348.99,1186.01,0.7170,26.37,33.73,22.18,11.66,6.06,150.36,82.36,14.56,23.78,8.43,13.61,57.34,73.57,5.59,81.69,500.09,22.21,35.22,7.45,0.8203,10.82,26.74,64.28,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,7,2198.48,664.24,319.77,1203.40,0.6332,27.74,30.64,24.49,11.17,5.96,137.33,72.90,13.41,23.27,7.08,11.96,56.11,71.30,5.25,74.89,454.52,21.86,32.71,6.93,0.7789,11.41,27.55,64.40,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,8,2164.70,685.34,307.76,1243.27,0.6590,25.98,34.30,22.23,11.82,5.67,131.85,73.15,15.28,19.57,7.63,11.31,58.13,71.68,5.06,71.33,447.28,19.91,32.91,6.53,0.7809,10.38,27.88,67.27,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,9,2076.29,713.02,294.89,1300.26,0.6062,27.84,33.38,24.19,10.83,3.76,128.27,71.21,12.02,21.94,7.32,10.74,56.85,75.18,5.06,67.67,443.74,20.67,33.51,7.57,0.7345,9.55,27.99,68.83,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,10,2139.10,775.93,299.97,1461.99,0.6305,25.81,34.99,23.52,10.15,5.53,134.59,72.70,13.72,21.73,7.21,12.07,62.19,83.79,4.83,70.98,450.16,19.07,31.65,7.65,0.8075,12.14,29.41,75.64,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,11,2176.34,756.34,312.53,1460.16,0.6650,26.25,32.89,23.30,12.15,5.41,132.32,74.86,13.29,23.59,7.69,13.19,59.85,82.97,5.20,71.81,463.22,23.28,33.52,7.97,0.8110,10.13,30.43,71.91,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2025,12,2214.72,739.35,316.25,1424.61,0.6967,26.11,34.01,21.96,12.48,5.44,138.52,74.18,12.99,23.24,8.21,11.22,61.10,80.38,5.50,74.54,461.01,20.68,34.43,6.85,0.8276,10.73,30.76,71.49,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,1,2511.07,728.89,378.80,1456.11,0.7676,25.05,34.69,22.67,11.53,6.06,152.70,82.45,14.81,23.81,8.56,15.09,61.65,81.24,5.85,83.10,525.34,26.19,36.66,7.93,0.8697,11.58,31.56,74.74,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,2,2606.57,805.99,398.12,1541.64,0.8253,25.42,34.36,22.55,12.20,5.47,159.91,91.31,17.07,26.44,9.32,15.38,64.01,91.37,6.38,88.19,561.03,26.33,39.86,8.59,0.9783,11.74,34.73,77.73,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,3,2509.22,692.88,377.71,1310.75,0.7638,26.24,34.75,22.37,12.02,4.62,150.38,85.25,15.52,23.42,7.23,13.50,57.01,74.65,6.13,84.49,529.10,25.43,35.70,8.46,0.8904,11.70,27.93,69.74,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,4,2443.37,665.50,367.82,1228.27,0.7877,25.92,34.90,23.48,11.74,3.96,154.40,83.42,15.90,25.00,8.12,13.89,51.11,73.00,5.59,81.10,508.75,24.47,33.28,8.01,0.8584,10.06,26.21,68.34,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,5,2411.12,664.02,367.11,1228.87,0.6908,25.56,34.15,23.38,11.34,5.57,148.08,78.24,16.77,23.93,8.16,12.90,48.42,72.80,5.69,81.34,529.45,24.42,33.20,8.21,0.8631,10.35,26.65,64.80,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,6,2220.15,618.23,339.72,1115.39,0.6623,26.15,33.93,22.54,11.35,6.03,138.40,77.00,14.77,23.22,7.10,11.91,50.52,69.43,5.38,75.93,482.24,25.85,31.86,7.28,0.7960,11.19,27.56,60.13,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,7,2027.63,609.86,302.95,1139.46,0.6008,26.70,35.18,22.85,9.83,5.44,124.69,66.52,11.99,19.46,7.41,11.55,49.93,66.33,4.84,70.92,437.76,21.53,28.77,7.03,0.7070,10.78,25.49,60.35,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,8,2079.44,665.16,305.21,1244.07,0.6311,28.52,33.19,22.10,10.34,5.85,128.89,72.56,14.48,20.97,6.66,12.30,58.58,71.34,4.71,69.43,441.83,19.05,32.07,7.47,0.7323,9.85,27.16,65.66,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,9,2019.36,715.16,298.28,1354.97,0.6174,26.63,35.43,21.82,11.28,4.84,125.70,65.42,12.79,22.20,6.96,10.86,56.87,72.54,4.82,68.33,430.64,21.12,31.64,7.65,0.7484,10.14,29.13,69.69,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,10,1936.54,679.80,284.11,1300.54,0.6041,26.79,31.58,23.61,12.34,5.68,116.27,68.79,12.57,18.06,6.03,9.89,55.92,76.19,4.50,66.57,413.83,20.21,30.25,6.80,0.7093,10.38,27.08,67.44,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,11,2060.24,757.22,306.91,1474.12,0.6460,27.36,32.10,23.56,10.46,6.52,128.91,67.35,12.72,22.38,7.62,12.49,61.14,80.89,4.99,71.10,450.01,21.67,31.76,6.87,0.7733,9.18,30.77,73.09,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2026,12,2257.24,761.66,338.60,1497.50,0.7086,29.89,34.07,21.46,9.59,4.99,138.86,74.17,13.11,23.53,8.13,12.23,62.46,85.70,5.32,76.63,495.30,22.06,36.33,8.38,0.8128,10.88,31.12,75.70,2016,electricity
Industrias Atlas Ficticia S.A.,Planta 001,Santiago,2027,1,3080.47,996.48,442.02,1872.68,0.9976,25.70,32.98,24.51,10.20,6.61,190.25,107.60,20.61,32.87,10.67,18.27,81.99,108.99,7.48,109.27,710.20,33.37,49.44,11.06,1.0787,15.96,40.74,102.47,2016,electricity
