company_name,facility_name,region,year,month,electricity_kwh,water_m3,electricity_cost_usd,water_cost_usd,co2_avoided_ton,lighting_pct,hvac_pct,machinery_pct,offices_pct,others_pct,gas_natural_m3,gas_natural_cost_usd,diesel_l,diesel_cost_usd,gasolina_l,gasolina_cost_usd,glp_propano_kg,glp_propano_cost_usd,vapor_termica_gj,vapor_termica_cost_usd,energia_renovable_kwh,energia_renovable_cost_usd,residuos_kg,residuos_cost_usd,emisiones_co2e_t,emisiones_co2e_cost_usd,quimicos_consumibles_l,quimicos_consumibles_cost_usd,software_start_year,dataset_focus
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2000,11,1620.67,902.24,136.14,1099.81,0.369,24.72,35.47,22.83,11.88,5.1,104.96,48.49,11.03,16.6,5.92,8.43,74.19,86.94,3.97,49.5,296.15,12.73,29.96,5.94,0.7696,8.36,38.03,76.88,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2000,12,1770.35,929.25,150.48,1138.33,0.3926,29.41,33.24,21.34,10.97,5.04,118.3,57.31,11.95,15.87,6.35,8.65,76.07,88.06,4.2,55.86,332.41,14.83,32.05,6.42,0.721,8.64,38.05,82.11,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,1,1873.21,927.59,164.28,1147.41,0.403,25.29,33.57,25.02,10.56,5.56,119.24,58.92,13.54,17.85,7.19,9.12,73.31,86.48,5.0,57.43,367.44,13.89,33.69,6.75,0.8181,8.46,37.89,82.39,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,2,1944.77,878.73,171.98,1072.49,0.3745,27.42,33.16,24.15,11.18,4.09,121.89,59.45,14.34,18.08,6.65,9.94,72.69,85.08,4.83,59.75,363.5,13.97,31.25,6.52,0.8297,9.78,37.17,75.38,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,3,2027.36,846.67,179.83,1014.31,0.4219,27.87,33.84,22.49,11.11,4.69,132.86,67.73,12.58,18.41,6.97,10.25,69.72,80.22,5.22,63.09,383.27,14.78,33.67,7.28,0.8224,10.26,35.46,73.27,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,4,2011.33,794.57,177.87,934.02,0.4447,25.06,35.04,22.49,12.05,5.35,134.52,60.58,11.36,18.63,6.76,10.61,66.3,74.94,4.71,61.16,377.19,16.2,33.69,7.13,0.8639,9.96,32.61,67.82,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,5,1912.86,764.52,167.76,886.1,0.3873,27.78,33.51,21.37,11.56,5.78,119.5,59.25,13.11,17.8,6.62,9.77,65.81,71.35,4.74,59.75,372.83,14.13,30.96,6.15,0.7978,9.2,32.04,65.35,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,6,1793.33,770.32,155.48,888.18,0.3619,27.43,32.9,23.5,11.4,4.77,113.84,55.37,11.92,17.93,7.0,9.83,60.14,72.22,4.45,55.92,340.03,13.43,30.64,7.11,0.7885,9.01,31.78,64.53,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,7,1679.74,808.5,143.95,937.07,0.3711,25.03,35.92,23.88,10.66,4.51,107.31,51.9,12.75,16.15,6.3,9.29,67.82,78.02,4.08,52.35,334.62,13.06,30.96,6.02,0.7546,8.47,32.95,68.91,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,8,1604.38,818.95,136.32,962.68,0.3583,27.43,35.01,21.5,11.93,4.14,102.55,49.43,10.9,14.52,6.55,8.34,65.68,76.34,3.93,50.08,282.7,12.19,28.09,6.64,0.7561,8.12,32.02,71.36,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,9,1592.83,866.81,134.91,1038.43,0.3048,26.73,34.93,24.21,9.73,4.4,103.85,48.58,11.34,14.9,5.46,7.44,70.28,79.07,3.88,49.26,300.55,12.18,29.74,5.35,0.7129,8.89,35.71,74.24,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,10,1644.0,928.48,139.69,1133.21,0.3185,27.63,33.43,23.45,10.42,5.08,105.71,49.39,10.54,14.59,5.28,7.84,77.89,90.04,4.05,51.28,299.34,14.21,31.6,6.65,0.7333,8.4,39.49,78.66,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,11,1755.99,956.4,150.49,1183.03,0.3483,26.69,34.61,23.38,10.23,5.1,115.3,54.22,11.34,16.74,5.87,8.98,80.2,89.21,4.44,54.77,339.43,12.58,33.61,6.45,0.8083,8.39,37.6,82.6,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2001,12,1795.43,966.2,155.66,1200.98,0.3772,27.8,34.59,22.58,10.4,4.63,116.14,54.95,13.16,17.58,6.54,9.66,79.93,91.84,4.38,56.37,336.25,14.83,30.78,7.06,0.7893,9.86,39.65,84.97,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,1,1943.28,936.42,173.73,1175.18,0.4248,25.33,35.04,23.7,11.3,4.61,127.63,60.86,14.74,19.23,7.29,9.85,77.04,89.52,4.72,59.08,375.65,15.41,35.23,7.18,0.834,10.06,38.66,81.64,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,2,1989.99,914.22,179.36,1132.26,0.4317,27.72,29.91,24.32,13.05,4.99,127.67,59.73,13.41,19.54,6.84,9.97,73.59,84.49,4.65,61.72,381.37,14.11,37.06,7.18,0.8008,10.14,38.04,78.96,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,3,2065.16,892.95,186.69,1085.82,0.4379,26.54,35.51,21.74,11.21,5.0,137.15,65.07,14.55,20.59,7.17,10.09,74.29,83.49,5.11,64.0,396.5,15.81,36.57,6.49,0.8736,11.1,39.0,75.76,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,4,2062.8,828.38,185.92,988.67,0.4255,26.63,32.87,24.87,11.31,4.33,132.04,64.19,14.93,18.49,7.83,10.78,65.65,79.56,5.27,64.13,400.97,15.68,34.36,7.76,0.8466,10.58,32.79,71.57,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,5,1954.76,799.72,174.76,941.29,0.4277,26.87,33.03,24.59,11.08,4.43,129.99,57.65,14.23,17.61,6.75,10.54,67.69,77.01,5.06,60.17,369.25,15.7,33.02,6.62,0.8154,10.2,32.71,67.35,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,6,1889.72,790.99,167.05,926.25,0.3806,25.23,32.83,24.33,12.49,5.12,125.22,58.63,14.36,17.25,6.67,9.57,65.52,76.15,4.88,59.34,359.37,14.51,33.07,6.08,0.789,10.2,32.82,68.33,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,7,1721.46,799.91,150.46,941.52,0.3694,29.46,32.36,23.67,10.1,4.42,116.18,53.0,10.68,17.35,6.47,7.72,63.51,75.52,4.05,54.18,326.31,12.74,28.58,6.34,0.7244,8.24,33.41,70.01,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,8,1666.06,834.86,144.39,996.41,0.3419,26.51,34.58,24.53,9.26,5.12,111.22,51.78,11.7,16.25,5.62,6.97,69.74,81.95,4.02,52.3,323.46,13.45,30.93,6.2,0.7513,8.85,32.53,71.71,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,9,1630.02,912.87,140.83,1110.05,0.3095,28.86,34.52,21.4,10.83,4.4,103.83,51.82,10.71,16.97,6.02,8.85,75.65,86.59,4.12,50.64,310.71,11.81,30.82,6.03,0.7326,9.19,38.2,78.83,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,10,1607.47,937.72,139.32,1161.37,0.3621,26.83,34.04,23.8,10.95,4.38,106.7,50.07,9.41,15.13,5.05,7.48,74.84,88.93,4.25,50.85,307.48,12.91,30.32,6.5,0.699,7.79,39.17,79.68,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,11,1774.75,967.56,155.11,1214.26,0.4064,29.12,34.36,21.54,10.22,4.77,114.2,57.07,11.63,15.18,6.42,8.65,75.81,88.21,4.59,55.83,334.72,12.14,32.24,6.82,0.7701,9.43,40.56,81.04,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2002,12,1908.48,980.37,168.71,1236.25,0.4067,25.59,35.09,23.67,10.46,5.2,122.16,61.43,12.24,17.64,6.67,9.93,79.15,96.12,4.6,60.29,363.69,15.5,35.16,7.27,0.8586,10.16,39.62,85.58,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,1,1980.36,984.6,180.41,1253.36,0.4138,28.29,32.08,24.05,10.43,5.16,122.54,59.88,12.92,21.04,7.29,9.95,81.04,93.36,4.98,61.49,379.05,14.3,35.49,7.32,0.9056,10.54,41.09,85.88,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,2,2084.94,917.49,191.46,1152.83,0.4294,27.02,35.72,22.62,10.51,4.13,138.26,65.36,15.51,18.34,7.2,11.23,75.17,85.66,5.27,64.32,390.68,15.76,37.54,7.6,0.8732,9.36,37.99,80.65,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,3,2104.91,901.4,193.86,1112.33,0.4325,26.94,32.61,24.42,11.08,4.94,130.34,66.89,14.63,19.24,7.28,9.45,76.67,84.81,5.29,65.02,399.49,15.78,34.72,6.77,0.8502,9.62,35.68,78.56,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,4,2069.05,852.8,190.01,1033.17,0.4329,25.94,34.72,23.66,10.69,4.99,138.72,66.09,12.59,19.1,8.35,10.22,67.62,78.54,4.91,63.73,389.08,16.7,34.03,7.38,0.8497,10.12,35.32,73.37,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,5,1999.46,819.81,182.15,979.7,0.4346,26.29,33.98,24.19,10.51,5.04,125.85,61.46,14.53,17.76,6.5,9.44,63.02,79.64,5.12,62.57,390.44,15.67,33.84,5.98,0.845,9.24,32.25,70.21,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,6,1883.06,838.31,169.66,996.75,0.3922,27.63,33.1,23.3,10.94,5.03,123.95,57.53,13.48,18.02,7.1,9.21,68.62,76.55,4.78,56.83,361.95,15.89,32.33,6.57,0.8437,9.69,36.21,72.65,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,7,1827.64,818.56,162.84,978.21,0.3876,27.32,33.98,23.25,10.17,5.28,117.19,59.43,13.68,16.61,6.74,9.99,69.72,78.36,4.46,55.97,350.44,14.22,30.88,5.91,0.7593,8.99,34.4,71.54,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,8,1725.96,857.08,152.52,1038.36,0.3757,26.68,34.38,22.37,11.9,4.66,115.0,54.35,11.63,17.37,6.17,8.9,70.72,82.47,3.93,53.37,322.11,13.25,30.06,6.31,0.7051,9.31,33.96,75.01,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,9,1622.31,894.86,142.93,1104.26,0.3774,26.09,35.02,24.14,9.74,5.01,103.49,49.84,10.57,14.7,5.78,8.6,71.44,84.16,4.11,50.69,297.7,11.5,31.81,6.6,0.7558,7.94,36.53,77.03,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,10,1718.2,969.41,151.83,1218.06,0.3761,27.9,36.07,20.98,10.33,4.72,112.67,52.88,11.79,16.35,6.39,9.34,77.92,90.12,4.3,53.77,319.67,13.65,31.45,5.9,0.7493,7.7,39.55,83.17,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,11,1817.22,999.9,161.91,1272.84,0.381,30.53,32.43,21.98,10.44,4.62,115.18,57.36,12.61,16.7,6.61,9.28,81.72,95.31,4.48,55.82,356.23,13.61,34.21,6.32,0.7916,10.54,40.28,87.26,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2003,12,1924.79,1037.35,173.42,1326.77,0.4092,26.53,33.65,23.39,11.19,5.23,125.91,58.08,12.7,17.38,6.65,10.43,86.36,98.66,4.52,60.42,371.5,14.13,34.53,7.24,0.8372,10.2,42.73,89.39,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,1,2083.15,990.67,193.32,1278.93,0.4354,25.77,35.14,21.51,12.21,5.37,140.99,64.97,14.89,18.25,7.5,11.54,78.38,94.67,5.08,64.75,382.02,14.59,36.78,7.02,0.8723,10.77,41.45,84.51,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,2,2142.97,956.71,200.44,1219.32,0.4852,26.84,35.49,23.41,9.73,4.53,142.88,67.88,15.19,18.96,7.78,11.26,77.87,88.72,5.45,65.89,417.62,16.88,36.09,6.79,0.889,10.15,38.75,79.26,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,3,2201.97,915.55,206.54,1146.27,0.4914,28.81,35.2,22.55,8.43,5.0,142.69,70.13,14.53,20.71,7.94,11.42,74.53,87.34,5.43,67.35,418.75,17.84,38.44,7.23,0.9564,9.54,37.37,80.56,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,4,2177.2,846.34,203.64,1040.58,0.4732,26.36,33.7,22.64,12.49,4.81,145.9,70.25,14.55,20.1,7.14,10.81,69.69,80.03,5.48,67.43,407.97,16.57,36.03,7.38,0.9128,11.66,36.23,74.18,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,5,2085.91,859.25,193.57,1042.29,0.4142,25.08,37.02,23.8,8.83,5.27,128.52,64.25,15.35,19.7,7.64,10.05,67.49,81.67,5.26,64.78,390.94,15.85,35.82,6.98,0.8452,9.58,35.47,75.81,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,6,1946.29,854.87,178.67,1031.83,0.4302,28.68,34.92,21.76,9.72,4.93,125.0,58.65,12.29,20.16,7.35,10.59,70.14,79.57,4.69,60.19,378.52,14.87,34.44,6.52,0.8915,9.42,36.07,73.58,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,7,1873.49,844.47,170.11,1024.37,0.3532,26.09,34.5,23.45,11.33,4.63,120.84,57.73,13.61,17.14,6.88,10.07,70.26,81.69,4.74,58.62,350.28,14.42,33.89,7.46,0.8118,9.16,36.56,74.53,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,8,1751.42,915.76,157.75,1125.92,0.3636,24.13,34.12,24.12,12.57,5.06,113.34,53.7,11.01,16.34,6.52,9.6,73.55,89.28,4.21,54.08,333.02,13.08,32.3,6.35,0.7565,8.04,38.74,80.21,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,9,1756.04,954.65,157.69,1195.22,0.3674,27.15,34.76,22.55,10.59,4.95,114.38,55.56,10.66,15.31,6.82,9.03,81.33,91.37,4.48,54.26,321.79,14.34,34.38,6.11,0.7813,8.67,38.48,83.19,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,10,1783.96,961.29,160.68,1225.16,0.3646,26.41,34.44,22.99,11.38,4.78,117.1,52.94,11.77,16.29,5.53,8.78,81.94,90.97,4.51,55.86,345.55,12.7,33.95,5.7,0.8281,7.73,40.09,83.19,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,11,1853.62,1025.99,168.31,1324.52,0.381,27.01,33.71,21.74,12.32,5.21,120.29,58.42,12.54,18.88,6.35,8.62,84.71,95.9,4.64,57.0,358.25,12.97,33.94,6.92,0.8137,8.78,43.46,88.82,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2004,12,2005.05,1023.79,184.06,1327.85,0.4325,27.33,34.33,22.63,10.81,4.9,130.01,61.8,14.12,19.03,6.87,11.07,84.16,95.21,4.9,62.16,378.55,15.67,35.29,7.47,0.8657,10.36,40.51,88.01,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,1,2119.84,1048.71,200.32,1372.73,0.4968,26.33,35.71,22.34,10.49,5.14,139.34,65.56,14.95,22.56,7.91,10.35,87.68,96.08,5.23,66.07,402.54,15.19,38.74,7.92,0.911,9.94,43.28,91.47,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,2,2181.95,989.82,207.79,1279.34,0.4796,29.24,33.08,21.59,10.57,5.5,143.16,68.04,15.87,19.04,7.95,9.93,82.48,92.01,5.33,67.04,428.46,15.47,36.33,7.07,0.969,10.33,41.41,87.51,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,3,2251.55,960.39,215.02,1219.69,0.4822,25.81,36.44,21.72,11.66,4.37,142.27,72.32,16.07,19.87,8.09,11.91,75.17,91.27,5.51,69.29,415.64,16.68,39.17,8.47,1.0164,10.25,39.57,82.05,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,4,2238.51,931.97,213.18,1162.63,0.478,25.99,34.12,23.79,11.18,4.92,148.94,69.63,15.83,21.45,7.97,10.64,72.62,91.02,5.39,69.91,435.51,18.02,37.62,7.59,0.9079,11.55,38.88,80.44,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,5,2158.49,906.88,203.98,1116.4,0.471,29.46,33.29,21.27,11.75,4.23,141.75,65.26,14.09,21.45,8.04,11.09,74.53,86.99,5.49,66.19,408.2,16.48,37.87,7.51,0.897,10.85,36.38,77.28,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,6,2009.3,864.86,187.87,1059.45,0.3758,28.48,33.03,22.53,11.36,4.6,134.29,62.38,13.63,19.86,7.05,10.53,73.69,81.67,4.94,62.88,382.16,14.94,32.66,6.75,0.8297,8.69,33.76,76.14,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,7,1916.82,888.99,177.31,1094.38,0.3751,27.56,33.1,23.23,10.66,5.44,121.57,58.11,13.63,18.51,6.53,9.6,73.29,80.97,4.68,60.46,361.08,15.22,33.52,6.65,0.8236,8.95,36.36,76.07,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,8,1839.81,912.14,168.84,1137.9,0.3387,28.0,31.98,22.78,12.39,4.85,114.78,56.11,14.02,17.79,6.31,9.23,76.89,89.25,4.63,56.45,349.65,14.38,34.73,5.62,0.7159,9.03,37.58,78.63,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,9,1754.14,959.7,160.5,1218.82,0.3563,26.15,34.19,23.83,10.87,4.97,110.13,51.03,11.49,15.77,6.64,8.96,80.47,90.12,4.26,54.28,318.59,14.4,30.98,6.37,0.7392,8.87,40.17,82.84,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,10,1841.61,1006.11,169.0,1300.4,0.3766,27.05,33.27,23.45,10.19,6.04,120.63,56.66,12.58,16.53,5.96,9.42,78.91,96.49,4.72,58.17,350.66,13.97,33.31,7.26,0.8822,10.77,41.32,83.63,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,11,1964.65,1057.48,181.73,1384.22,0.404,26.18,33.83,24.03,10.81,5.15,126.91,61.19,12.65,18.74,7.33,10.22,87.26,104.36,4.83,60.43,375.63,14.47,36.22,7.37,0.9148,10.79,42.75,89.7,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2005,12,2048.78,1063.05,191.56,1397.91,0.4543,26.94,34.8,21.27,12.55,4.43,134.93,65.32,15.16,18.76,6.67,10.63,85.54,100.48,5.58,63.64,389.88,15.62,36.92,7.32,0.8732,8.96,42.58,92.07,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,1,2139.74,1046.5,205.84,1388.68,0.4835,25.99,35.75,22.53,10.39,5.34,134.98,64.43,14.85,19.1,7.99,11.1,87.94,98.98,5.66,66.25,396.95,16.54,37.17,8.2,0.9471,10.83,42.9,88.14,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,2,2256.72,1026.24,218.75,1344.89,0.4826,28.62,33.37,20.56,11.65,5.8,144.44,70.32,16.07,20.94,8.12,10.59,84.26,96.85,5.59,70.35,434.69,17.57,38.75,8.01,0.9368,9.53,40.95,89.69,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,3,2336.96,1001.96,227.15,1290.52,0.4988,26.4,32.93,22.42,11.98,6.27,152.71,71.56,16.09,21.46,8.34,11.93,85.56,93.51,5.92,72.15,438.05,17.43,40.28,7.98,0.9901,11.31,42.07,84.59,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,4,2326.19,943.33,225.48,1193.79,0.5061,28.53,34.05,22.31,9.45,5.65,151.25,73.02,15.54,21.87,8.99,12.18,76.99,87.71,5.56,73.0,441.67,17.51,38.2,7.87,0.9605,12.12,39.56,78.79,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,5,2194.86,908.05,211.15,1134.18,0.4536,26.99,34.19,23.18,10.84,4.8,143.01,65.98,15.02,19.89,8.53,11.21,74.11,89.63,5.36,67.78,416.32,16.4,37.96,7.45,0.9224,10.4,37.38,76.97,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,6,2108.58,915.23,200.74,1137.63,0.4339,28.97,34.07,21.45,10.6,4.91,136.87,66.74,14.28,19.66,7.1,10.6,75.81,85.32,4.97,63.97,397.1,16.03,37.03,7.09,0.8705,10.01,38.28,79.47,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,7,1942.69,903.98,183.0,1129.1,0.3925,25.66,32.69,24.54,11.95,5.16,125.65,59.54,13.75,18.42,7.03,11.36,74.48,84.22,5.06,58.84,374.26,14.51,35.02,6.67,0.8541,9.15,36.88,80.14,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,8,1864.07,960.34,174.23,1215.3,0.3747,26.46,34.5,22.83,11.21,4.99,119.49,53.8,11.34,16.42,6.53,9.37,80.21,90.87,4.83,57.84,356.06,12.49,33.44,6.73,0.8219,10.54,37.42,79.91,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,9,1800.67,994.82,167.82,1281.33,0.4074,26.85,35.03,23.03,10.16,4.94,119.88,56.46,13.34,16.92,5.49,9.17,82.14,97.61,4.34,56.68,341.79,13.8,34.02,7.24,0.7922,8.36,41.27,86.16,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,10,1889.9,1032.75,176.64,1353.42,0.3942,27.21,34.36,22.92,10.67,4.84,123.48,57.67,13.43,17.62,6.82,9.14,84.2,96.48,4.73,59.29,359.01,13.7,34.67,7.12,0.8757,8.57,42.92,87.66,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,11,1993.78,1092.01,187.81,1449.06,0.4489,27.05,33.38,20.59,12.84,6.14,130.95,63.85,12.73,18.5,7.55,10.82,88.57,101.55,5.25,63.42,381.9,15.38,36.57,7.32,0.902,11.19,45.05,92.97,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2006,12,2135.25,1086.58,203.28,1448.41,0.437,27.46,33.47,23.72,11.04,4.31,138.63,68.39,14.83,19.02,8.25,10.99,89.82,102.22,5.4,67.11,413.17,15.49,38.47,8.28,0.92,10.35,44.46,91.83,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2007,1,2284.59,1077.97,223.66,1449.83,0.5326,26.05,35.77,22.67,10.25,5.27,148.88,67.69,16.98,21.01,7.92,12.06,90.86,101.66,6.01,70.93,427.51,15.53,40.5,7.84,1.0502,11.56,43.61,93.22,2017,water
Industrias Atlas Ficticia S.A.,Planta 01,Santiago,2007,2,2384.67,1092.58,235.21,1451.49,0.4847,25.15,35.22,24.01,10.24,5.38,150.68,74.98,16.75,21.06,8.27,11.81,92.72,103.66,6.06,73.0,461.73,17.48,41.61,8.55,0.9923,13.82,44.25,93.79,2017,water
